source_id,text,label,label_encoded
484,"দেশের দুই বাজারে সূচকের চিত্র আজ কিছুটা মিশ্র। বুধবার, সপ্তাহের চতুর্থ কার্যদিবসে দুপুর ১২টা পর্যন্ত ঢাকা স্টক এক্সচেঞ্জে (ডিএসই) ডিএসইএক্স সূচক ৩ পয়েন্ট বেড়েছে। এ সময় লেনদেন হয়েছে ২১৯ কোটি টাকা। একই সময়ে চট্টগ্রাম স্টক এক্সচেঞ্জে (সিএসই) সিএএসপিআই সূচক ২০ পয়েন্ট বাড়িয়ে ১৭ হাজার ৪২২ পয়েন্টে অবস্থান করছে। ডিএসই ওয়েবসাইটের তথ্য অনুযায়ী, দুপুর ১২টা পর্যন্ত হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে ১৫২টির দর বেড়েছে, ১০২টির কমেছে এবং ৭৪টির দর অপরিবর্তিত আছে। গত কার্যদিবসের একই সময় পর্যন্ত লেনদেনের পরিমাণ ছিল ২১৭ কোটি ৩৭ লাখ টাকা। লেনদেনের শীর্ষে রয়েছে মুন্নু সিরামিকস, সিঙ্গারবিডি, আলিফ ইন্ডাস্ট্রিজ, ডাচ্‌-বাংলা ব্যাংক লিমিটেড, ফরচুন সুজ, বাংলাদেশ সাবমেরিন কেবল কোম্পানি লিমিটেড, ইউনাইটেড পাওয়ার জেনারেশন অ্যান্ড ডিস্ট্রিবিউশন কোম্পানি, ন্যাশনাল পলিমার, ব্র্যাক ব্যাংক লিমিটেড ও প্রিমিয়ার ব্যাংক লিমিটেড। আগের কার্যদিবস শেষে ডিএসইএক্স সূচক ৫ পয়েন্ট বেড়ে ৫ হাজার ৬৯০ পয়েন্টে ওঠে এবং মোট লেনদেন হয় ৫৭৫ কোটি ১৮ লাখ টাকা।",AI,1
485,"সপ্তাহের তৃতীয় কার্যদিবস মঙ্গলবার আজ দুপুর ১২টা পর্যন্ত দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জে (ডিএসই) প্রধান সূচক ডিএসইএক্স বেড়েছে ১৬ পয়েন্ট। দেশের দুই এক দিন পরই দর আবার সূচক ঊর্ধ্বমুখী। লেনদেন হয়েছে ২১৭ কোটি ৩৭ লাখ টাকা। একই সময় পর্যন্ত চট্টগ্রাম স্টক এক্সচেঞ্জের (সিএসই) সার্বিক সূচক সিএএসপিআই বেড়েছে ৫৩ পয়েন্ট। তা ১৭ হাজার ৪৭৯ পয়েন্টে অবস্থানে আছে। ডিএসই ওয়েবসাইট সূত্রের তথ্য অনুযায়ী, দুপুর ১২টা পর্যন্ত হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে দর বেড়েছে ১৪২টির। কমেছে ১২৮টির। অপরিবর্তিত ৫৯টির। দুপুর ১২টা পর্যন্ত লেনদেনের শীর্ষে রয়েছে প্রিমিয়ার ব্যাংক লিমিটেড, ইউনাইটেড পাওয়ার জেনারেশন অ্যান্ড ডিস্ট্রিবিউশন কোম্পানি, মুন্নু সিরামিকস, ডাচ্‌–বাংলা ব্যাংক লিমিটেড, বাংলাদেশ সাবমেরিন কেবল কোম্পানি লিমিটেড, আলহাজ টেক্সটাইল, ন্যাশনাল পলিমার, আলিফ ইন্ডাস্ট্রিজ, ন্যাশনাল টিউবস ও ফরচুন সুজ। গত কার্যদিবসে লেনদেন শেষে ডিএসইএক্স সূচক ৪০ পয়েন্ট বেড়ে অবস্থানে ছিল ৫ হাজার ৬৮২ পয়েন্টে। মোট লেনদেন হয় ৬৮২ কোটি টাকা।",AI,1
488,"সপ্তাহের শেষ কার্যদিবসে বৃহস্পতিবার আজ লেনদেনের শুরু থেকেই সূচক বাড়তে দেখা যায়। সূচকের ঊর্ধ্বমুখী প্রবণতায় লেনদেন হচ্ছে দেশের প্রধান ঢাকা স্টক এক্সচেঞ্জে (ডিএসই)। দুপুর সাড়ে ১২টা নাগাদ প্রধান সূচক ডিএসইএক্স বেড়েছে ৩০ পয়েন্ট। অন্যদিকে, চট্টগ্রাম স্টক এক্সচেঞ্জে (সিএসই) সার্বিক সূচক বেড়েছে ৫৫ পয়েন্ট। আজ দুপুর সাড়ে ১২টার দিকে ডিএসইতে হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে বেশির ভাগের দর বেড়েছে। ২৪০টি কোম্পানির শেয়ারের দর বেড়েছে, কমেছে ৫৩টির, অপরিবর্তিত আছে ৪৭টির দর। এ সময় পর্যন্ত মোট হাতবদলের পরিমাণ ১৬৪ কোটি ৫৫ লাখ টাকা। দুপুর সাড়ে ১২টা পর্যন্ত লেনদেনের শীর্ষে থাকা কোম্পানিগুলো হলো বাংলাদেশ সাবমেরিন কেবল কোম্পানি লিমিটেড, বাংলাদেশ শিপিং করপোরেশন, ইউনাইটেড পাওয়ার জেনারেশন অ্যান্ড ডিস্ট্রিবিউশন কোম্পানি লিমিটেড, মুন্নু সিরামিকস, ইস্টার্ন ক্যাবলস, স্টান্ডার্ড সিরামিকস, ফরচুন সুজ, মুন্নু স্টাফলার, সিটি ব্যাংক লিমিটেড ও লিগ্যাসি ফুটওয়্যার। গত বুধবার ডিএসইতে সূচক বাড়লেও সিএসইতে সার্বিক সূচক কমে ১৭ পয়েন্ট।",AI,1
489,"দেশের টাকা বিদেশে পাচার হয়ে যাচ্ছে। সাংসদ হারুনুর রশীদ বলেছেন, ব্যাংকে টাকা নেই। যে কারণে পুঁজিবাজারে ধস নেমেছে। হারুনুর রশীদ বলেন, দেশের ব্যাংক খাতের অবস্থা ভালো নয়। মঙ্গলবার আজ সংসদে পয়েন্ট অব অর্ডারে দাঁড়িয়ে অনির্ধারিত আলোচনায় হারুন এ কথা বলেন। ধস চলছে। কেন জানি না এ সরকার ক্ষমতায় থাকলেই পুঁজিবাজারে ধস নামে। ১৯৯৬ সালের পুঁজিবাজারের ধসে লাখ লাখ মানুষ সর্বস্বান্ত হয়েছিল। এখন আবার কয়েক দিন ধরে পুঁজিবাজারে ধস চলছে। বিনিয়োগকারীরা আন্দোলন করছেন। কিন্তু ধস ঠেকানো যাচ্ছে না। এই ধস ঠেকানোর উদ্যোগ নিতে হবে। ধসের কারণ উল্লেখ করে হারুন বলেন, ধসের কারণে দেশ থেকে টাকা বিদেশে পাচার হচ্ছে। বিনিয়োগ কোত্থেকে আসবে? যে কারণে পুঁজিবাজারে ধস নেমেছে। ব্যাংক খাতের অবস্থাও খারাপ। ব্যাংকে টাকা নেই। ব্যাংকে টাকা তুলতে গেলে ঘণ্টার পর ঘণ্টা বসে থাকতে হয়। অনির্ধারিত আলোচনায় জাতীয় পার্টির পীর ফজলুর রহমান বলেন, সামাজিক যোগাযোগমাধ্যমে ঝড় উঠেছে। বাংলাদেশে ক্রিকেট দলের জার্সি ২০১৪ সালের পাকিস্তান দলের জার্সির মতো দেখতে। জার্সিতে লাল রং নেই। এ বিষয়ে বিসিবি ও ক্রীড়া মন্ত্রণালয়ের কোনো বক্তব্য নেই। আজ প্রধানমন্ত্রী বলেছেন, জার্সিতে লাল রং থাকবে। কিন্তু প্রশ্ন হলো, নুসরাত হত্যাসহ সব কিছুতেই প্রধানমন্ত্রীকে হস্তক্ষেপ করতে হবে কেন?",AI,1
490,"সপ্তাহের শেষ কার্যদিবসে বৃহস্পতিবার আজ লেনদেনের শুরু থেকেই সূচক বাড়তে দেখা যায়। সূচকের উত্থানে লেনদেন হচ্ছে দেশের দুই। দুপুর ১২টা নাগাদ মূল সূচক ডিএসইএক্স বেড়েছে প্রায় ৫০ পয়েন্ট। চলতি সপ্তাহের প্রথম দুই কার্যদিবসে ডিএসইতে সূচক কমে ৯১ পয়েন্ট। অন্যদিকে, চট্টগ্রাম স্টক এক্সচেঞ্জে (সিএসই) সার্বিক সূচক বেড়েছে ১৫১ পয়েন্ট। দুই দিন পর গত মঙ্গলবার লেনদেন শেষে সূচক বাড়ে ২৭ পয়েন্ট। আজকেও সেই প্রবণতায় ঊর্ধ্বমুখী আছে সূচক। আজ দুপুর ১২টার দিকে ডিএসইতে হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে বেশির ভাগের দর বেড়েছে। ২৫২টি কোম্পানির শেয়ারের দর বেড়েছে, কমেছে ৫১টির, অপরিবর্তিত আছে ২৭টির দর। এ সময় পর্যন্ত মোট হাতবদলের পরিমাণ ১৯৪ কোটি ১৫ লাখ টাকা। দুপুর সাড়ে ১২টা পর্যন্ত লেনদেনের শীর্ষে থাকা কোম্পানিগুলো হলো ইউনাইটেড পাওয়ার জেনারেশন অ্যান্ড ডিস্ট্রিবিউশন কোম্পানি লিমিটেড, ফরচুন সুজ, মুন্নু সিরামিকস, অ্যাকটিভ ফাইনস, গ্রামীণফোন, বিডিকম, ন্যাশনাল পলিমার, স্কয়ার ফার্মা, খুলনা পাওয়ার কোম্পানি লিমিটেড ও লিগ্যাসি ফুটওয়্যার। সিএসইতেও দুপুর ১২টা নাগাদ হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে বেশির ভাগের দর বেড়েছে। ১১৯টি কোম্পানির শেয়ারের দর বেড়েছে, কমেছে ২৭টির, অপরিবর্তিত ৬টির দর।",AI,1
492,"একই সঙ্গে তালিকাভুক্ত কোম্পানির শেয়ার থেকে প্রাপ্ত লাভের ওপর দ্বৈত কর পরিহার করা হবে। আগামী অর্থবছরে পুঁজিবাজারে সাধারণ বিনিয়োগকারীদের করমুক্ত লভ্যাংশ আয়ের সীমা ২৫ হাজার থেকে বাড়িয়ে ৫০ হাজার টাকা করা হয়েছে। বৃহস্পতিবার আজ জাতীয় সংসদে স্পিকার শিরীন শারমিন চৌধুরীর সভাপতিত্বে ২০১৯-২০ অর্থবছরের বাজেট পেশ করা হয়। প্রস্তাবিত বাজেটে বলা হয়, পুঁজিবাজারে বিনিয়োগকে উৎসাহিত করতে বিশেষ প্রণোদনা ব্যবস্থা অব্যাহত থাকবে। বাজেটে পুঁজিবাজারের জন্য এই প্রস্তাব উত্থাপন করা হয়।",AI,1
495,"বুধবার আজ বিকেলে অনুষ্ঠিত ঢাকা স্টক এক্সচেঞ্জের (ডিএসই) পরিচালনা পর্ষদের সভায় এ সিদ্ধান্ত নেওয়া হয়। অব্যাহত ধস ঠেকাতে দেশের দুই স্টক এক্সচেঞ্জে লেনদেনের সময়সীমা এক ঘণ্টা কমানোর সিদ্ধান্ত নেওয়া হয়েছে। ডিএসইর সিদ্ধান্তের পর চট্টগ্রাম স্টক এক্সচেঞ্জও একই সিদ্ধান্ত নিয়েছে। দুই স্টক এক্সচেঞ্জের পক্ষ থেকে প্রথম আলোকে বিষয়টি নিশ্চিত করা হয়েছে। দুই স্টক এক্সচেঞ্জ জানিয়েছে, আগামীকাল থেকে সাড়ে ১০টায় লেনদেন শুরু হয়ে তা চলবে বেলা দেড়টা পর্যন্ত। এর ফলে কাল থেকে লেনদেন হবে তিন ঘণ্টা।",AI,1
497,"করোনাভাইরাস মহামারির অভিঘাত থেকে অর্থনীতিকে সামাল দিতে বিশ্বের বড় বড় অর্থনীতি ইতিমধ্যে নানা ধরনের পদক্ষেপ নিয়েছে। সেই প্রেক্ষাপটে বুধবার এশিয়ার শেয়ারবাজারে তুলনামূলক শান্ত ভাব দেখা গেছে, আর কয়েকটি গুরুত্বপূর্ণ সূচকও ঊর্ধ্বমুখী হয়েছে। বিবিসি অনলাইনের প্রতিবেদনে এ তথ্য উঠে এসেছে। ভয়াবহ দরপতনের সোমবারের ধাক্কার পর মঙ্গলবার যুক্তরাষ্ট্রের পুঁজিবাজার কিছুটা ঘুরে দাঁড়ায়। ট্রাম্প প্রশাসনের এক লাখ কোটি ডলারের প্রণোদনা তহবিল ঘোষণার পর ওয়ালস্ট্রিটের সূচকগুলো গতকাল প্রায় ৫ শতাংশ পর্যন্ত বেড়ে যায়। এরই ধারাবাহিক প্রভাব পড়েছে এশিয়ার বাজারেও, যা আজ সকাল থেকেই ইতিবাচক ছিল। লেনদেনের শুরুতে জাপানের নিকেই ২২৫ সূচক ১ দশমিক ৪ শতাংশ বাড়ে। হংকংয়ের হ্যাংসেং সূচক বাড়ে শূন্য দশমিক ৫ শতাংশ এবং চীনের সাংহাই কম্পোজিট সূচক বাড়ে ১ দশমিক ২ শতাংশ। জ্বালানি তেলের দাম গতকাল কমলেও আজ সকাল থেকে বিশ্ববাজারে তা বেশ স্থিতিশীল রয়েছে। করোনাভাইরাসের প্রভাব মোকাবিলায় ট্রাম্প প্রশাসন যে বিভিন্ন উদ্যোগ নিয়েছে, তার অংশ হিসেবে ইতিমধ্যে এক লাখ কোটি ডলারের প্রণোদনা তহবিল ঘোষণা করা হয়েছে। এর মধ্যে ২৫ হাজার কোটি ডলার সরাসরি নাগরিকদের অর্থ সহায়তায় ব্যয় হওয়ার কথা রয়েছে। এ বিষয়ে হোয়াইট হাউস কংগ্রেসের সঙ্গে আলোচনা চালিয়ে যাচ্ছে। একজন ব্যক্তি কত টাকার চেক পাবেন, কারা অগ্রাধিকার পাবেন, এসব নিয়েও আলোচনা চলছে। আর এই প্রত্যাশিত সহায়তামূলক পদক্ষেপের প্রভাবই শেয়ারবাজারে প্রতিফলিত হয়েছে।",AI,1
498,"টানা পতনে ক্লান্ত শেয়ারবাজারে বুধবার সামান্য স্বস্তির ছবি দেখা গেছে। লেনদেন শুরুর মাত্র তিন মিনিটের মাথায় দেশের প্রধান বাজার ঢাকা স্টক এক্সচেঞ্জের (ডিএসই) প্রধান সূচক ডিএসইএক্স ১০০ পয়েন্ট লাফিয়ে উঠেছিল। তবে বেলা ১১টায় এসে সেই উত্থান অনেকটাই কমে ১২ পয়েন্টে নেমে যায়, আর সূচক অবস্থান নেয় ৩ হাজার ৭৮৫ পয়েন্টে। অন্য বাজার চট্টগ্রাম স্টক এক্সচেঞ্জে (সিএসই) সার্বিক সূচক সিএএসপিআই বেড়েছে ৮৪ পয়েন্ট। ডিএসইতে তখন পর্যন্ত লেনদেন হয়েছে মাত্র ৯০ কোটি টাকা। হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে ১৮৬টির দাম বেড়েছে, ৮৭টির কমেছে, আর ৪৮টির দর অপরিবর্তিত রয়েছে। উল্লেখ্য, সর্বশেষ কার্যদিবস সোমবার ডিএসইএক্স ১৯৬ পয়েন্ট পড়ে গিয়েছিল। সিএসইতেও ৬২টির দর বেড়েছে, ২৭টির কমেছে এবং ১০টির দামে কোনো পরিবর্তন হয়নি।",AI,1
499,"দেশের শেয়ারবাজারে টানা ১০ দিন লেনদেন বন্ধ থাকবে। আগামীকাল লেনদেন শেষ হওয়ার পর থেকেই এই বিরতি শুরু হবে, ফলে ২৬ মার্চ থেকে ৪ এপ্রিল পর্যন্ত বাজারে কোনো লেনদেন হবে না। মঙ্গলবার এ তথ্য জানিয়েছে দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জ (ডিএসই)। সাধারণত লেনদেনসংক্রান্ত বিষয়ে ডিএসইর সিদ্ধান্তই চট্টগ্রাম স্টক এক্সচেঞ্জ (সিএসই) অনুসরণ করে। স্বাধীনতা দিবস ২৬ মার্চ, সরকার ঘোষিত সাধারণ ছুটি এবং সাপ্তাহিক ছুটি মিলিয়ে এই ১০ দিনের বন্ধ ঘোষণা করা হয়েছে। এর আগে করোনাভাইরাসের প্রভাব ঠেকাতে সরকার ২৬ মার্চ থেকে ৪ এপ্রিল পর্যন্ত স্বাধীনতা দিবস, সাপ্তাহিক ছুটি ও সাধারণ ছুটি একসঙ্গে ধরে সরকারি অফিস-আদালতও বন্ধ ঘোষণা করেছিল।",AI,1
502,"রোববারের লেনদেনের শুরুতেই শেয়ারবাজারে বড় ধরনের দরপতন অব্যাহত ছিল। প্রথম আধা ঘণ্টায় ঢাকা স্টক এক্সচেঞ্জের (ডিএসই) প্রধান সূচক ডিএসইএক্স ১৭৬ পয়েন্ট পড়ে ৪ হাজারের নিচে নেমে ৩ হাজার ৯৫৩ পয়েন্টে অবস্থান নেয়। একই সময়ে চট্টগ্রাম স্টক এক্সচেঞ্জের (সিএসই) সার্বিক সূচক সিএএসপিআই কমেছে ৪১৬ পয়েন্ট। বেলা ১১টার দিকে ডিএসইতে লেনদেনের পরিমাণ ছিল মাত্র ৯৪ কোটি টাকা। হাতবদল হওয়া শেয়ার ও মিউচুয়াল ফান্ডের মধ্যে ৩১৩টির দর কমেছে, বেড়েছে মাত্র ৩টির, আর ১০টির দাম অপরিবর্তিত ছিল। এর আগে ২০১৫ সালের ৪ মে ডিএসইএক্স ৩ হাজার ৯৫৯ পয়েন্টে নেমেছিল। গত কার্যদিবস বৃহস্পতিবার লেনদেন শেষে সূচক আরও ১০১ পয়েন্ট হারায়। সিএসইতে এ সময় ১২৭টির দর কমেছে, ২টির বেড়েছে এবং ৩টির দামে কোনো পরিবর্তন হয়নি।",AI,1
504,"শেয়ারের দামে ন্যূনতম সীমা বেঁধে দিয়ে নিয়ন্ত্রক সংস্থা নতুন নিয়ম চালু করেছে, যার ফলে নির্দিষ্ট স্তরের নিচে আর দাম নামানো যাবে না। এর সরাসরি প্রভাবে সূচকেরও একটি নির্ধারিত সীমার নিচে নেমে যাওয়ার পথ আপাতত বন্ধ হলো। বৃহস্পতিবার দরপতন ঠেকাতে বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশন (বিএসইসি) এই বিশেষ ব্যবস্থা কার্যকর করে, এবং এরই মধ্যে দুই স্টক এক্সচেঞ্জে তা চালু হয়েছে। নতুন নিয়ম মেনেই বেলা দুইটা থেকে উভয় বাজারে লেনদেন শুরু হয়। আড়াইটার সময় দেশের প্রধান শেয়ারবাজার ডিএসইর প্রধান সূচক ডিএসইএক্স ৩৭২ পয়েন্ট বেড়ে যায়। বিএসইসির প্রজ্ঞাপনে বলা হয়েছে, গত পাঁচ কার্যদিবসের সর্বনিম্ন দামের গড়কে ওই দিনের প্রারম্ভিক দাম হিসেবে ধরা হয়েছে। ফলে লেনদেন শুরুর আগেই প্রায় সব শেয়ারের মূল্য আগের দিনের তুলনায় কয়েক শতাংশ করে বেড়ে যায়।",AI,1
507,"১৭১১ সালে প্রতিষ্ঠিত ব্রিটিশ বাণিজ্যিক প্রতিষ্ঠান সাউথ সি কোম্পানি মূলত দাস ব্যবসার জন্য কুখ্যাত ছিল। কিন্তু আরেকটি কারণে এর নাম ইতিহাসে আরও কড়া ভাবে লেখা আছে: শেয়ারবাজারে কারসাজি ও ভয়াবহ ধসের প্রতীক হিসেবে। সেই কারণেই ঘটনাটি আজও ‘সাউথ সি বাবল’ নামে পরিচিত। ১৭২০ সালের সেপ্টেম্বরে কোম্পানিটির শেয়ারের দামে বিপর্যয় নেমে এলে বহু বিনিয়োগকারী নিঃস্ব হয়ে পড়েন। দাস ব্যবসার জন্য কুখ্যাত এই প্রতিষ্ঠানের শেয়ার কিনেছিলেন সে সময়ের অনেক খ্যাতিমান মানুষও, যেমন কবি আলেকজান্ডার পোপ, চিত্রশিল্পী স্যার গডফ্রে নেলার, দার্শনিক জন লক এবং বিজ্ঞানী আইজ্যাক নিউটন। সাউথ সি বাবল সবচেয়ে বেশি স্মরণীয় নিউটনের এক আক্ষেপমিশ্রিত মন্তব্যের জন্য। এই কোম্পানির শেয়ারে তিনি ২০ হাজার পাউন্ড হারান। পরে হতাশ হয়ে তিনি বলেছিলেন, গ্রহ-নক্ষত্রের গতি তিনি মাপতে শিখেছেন, কিন্তু শেয়ারবাজারের গতি বুঝতে পারেননি।",AI,1
508,"মাইক্রোসফট ১৯৮৬ সালে যখন প্রথমবার শেয়ারবাজারে আইপিও আনে, তখন মাত্র ২ হাজার ১০০ ডলার বিনিয়োগ করে যারা সেই শেয়ার কিনেছিলেন, ২০০৩ সালে এসে তাঁদের হাতে সম্পদের পরিমাণ দাঁড়ায় ৭ লাখ ২০ হাজার ডলার। তবে এত দীর্ঘ সময় শেয়ার ধরে রাখার ধৈর্য সবার থাকে না। এই কথাই মনে পড়ে সৌদি তেল জায়ান্ট আরামকোর আইপিও ঘোষণার খবর শুনে। কোম্পানিটি এখন বিশ্বের সবচেয়ে বড় তেল প্রতিষ্ঠান, যার মূল্যমান ধরা হয়েছে ১ দশমিক ৭১ ট্রিলিয়ন ডলার। ট্রিলিয়ন মানে ১ হাজার বিলিয়ন বা ১ লাখ কোটি। জানানো হয়েছে, আরামকো তাদের মোট শেয়ারের দেড় শতাংশ বাজারে ছাড়বে, আর শুধু এই অংশেরই মূল্য প্রায় ২৫ বিলিয়ন ডলার; ১ বিলিয়ন সমান ১০০ কোটি। এর আগে সবচেয়ে বড় আইপিওর রেকর্ড ছিল চীনের আলিবাবার দখলে, যারা ২০১৪ সালে ২১ দশমিক ৮ বিলিয়ন ডলারের আইপিও এনেছিল। আরামকো ২০১৮ সালেও আইপিও আনার কথা বলেছিল; তখন পরিকল্পনা ছিল ৩ শতাংশ শেয়ার ছাড়ার, যার মূল্য ধরা হয়েছিল ৫১ বিলিয়ন ডলার। এখন অংশ কমে দেড় শতাংশ হলেও, সেটিই আবার বিশ্বের সবচেয়ে বড় আইপিও হতে যাচ্ছে।",AI,1
510,"পুঁজিবাজারকে সচল ও শক্তিশালী করতে সরকার ছয়টি তাৎক্ষণিক পদক্ষেপ নিয়েছে এবং পরে আরও দীর্ঘমেয়াদি উদ্যোগ নেওয়া হবে বলে জানিয়েছে বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশন (বিএসইসি)। বৃহস্পতিবার এক সংবাদ বিজ্ঞপ্তিতে সংস্থাটি জানায়, একই দিন প্রধানমন্ত্রীর কার্যালয়ে শেখ হাসিনার সঙ্গে বিএসইসি ও পুঁজিবাজারসংশ্লিষ্ট অন্য পক্ষগুলোর বৈঠকের পর এই সিদ্ধান্তগুলো সামনে আনা হয়েছে। বিজ্ঞপ্তিতে বলা হয়, পুঁজিবাজার উন্নয়নে সরকার অত্যন্ত আন্তরিক এবং দেশের অর্থনৈতিক প্রবৃদ্ধির ধারাবাহিকতা বজায় রাখতে একটি গতিশীল, শক্তিশালী পুঁজিবাজার অপরিহার্য। প্রয়োজনীয় সহায়তা সরকার ধারাবাহিকভাবে দিয়ে যাবে বলেও জানানো হয়। বৈঠকে স্বল্পমেয়াদি ও দীর্ঘমেয়াদি উভয় কর্মসূচি নিয়ে আলোচনা হয়, আর নিকটমেয়াদি ছয়টি বিষয়ে দ্রুত বাস্তবায়নের পক্ষে মত দেওয়া হয়। সেগুলো হলো: ব্যাংক ও ব্যাংকবহির্ভূত আর্থিক প্রতিষ্ঠানের অংশগ্রহণ বাড়ানো, মার্চেন্ট ব্যাংকার ও প্রাতিষ্ঠানিক বিনিয়োগকারীদের জন্য সহজ শর্তে ঋণের ব্যবস্থা করা, ইনভেস্টমেন্ট করপোরেশন অব বাংলাদেশের (আইসিবি) বিনিয়োগ সক্ষমতা বাড়ানো, বিদেশি বিনিয়োগ টানতে ও দেশীয় বাজারে আস্থা ফেরাতে প্রয়োজনীয় ব্যবস্থা নেওয়া, প্রাতিষ্ঠানিক বিনিয়োগ বৃদ্ধির উদ্যোগ গ্রহণ, এবং মানসম্পন্ন আইপিও বাড়াতে বহুজাতিক ও সরকারি মালিকানাধীন লাভজনক কোম্পানিগুলোকে তালিকাভুক্ত করার ব্যবস্থা নেওয়া।",AI,1
512,"বিশ্বের সেরা স্টক এক্সচেঞ্জের তালিকায় বাংলাদেশের কোনো বাজার থাকবে না, সেটি প্রায় নিশ্চিত। বরং সবচেয়ে খারাপ পারফরম্যান্স করা স্টক এক্সচেঞ্জ বা নিয়ন্ত্রক সংস্থার তালিকা বানালে বাংলাদেশ হয়তো সেখানে জায়গা পেত। অথচ ২০১৯ সালে বৈশ্বিক শেয়ারবাজারের সামগ্রিক চিত্র ছিল উল্টো রকম ভালো। বড় বড় বাজারে প্রবৃদ্ধি ছিল উল্লেখযোগ্য। উদাহরণ হিসেবে যুক্তরাষ্ট্রের ডাও জোনস সূচক বেড়েছে ২২ শতাংশ, আর জাপানের নিক্কিই সূচক ১৮ শতাংশ। অবশ্য বিভিন্ন দেশের এক্সচেঞ্জ নিজস্ব পদ্ধতিতে সূচক নির্ধারণ করে। যেমন ডাও জোনস গঠিত হয় নিউইয়র্ক স্টক এক্সচেঞ্জে তালিকাভুক্ত ৩০টি বৃহৎ কোম্পানিকে নিয়ে, আর নিক্কিই সূচক জাপানের ২৫০টি কোম্পানির সমন্বয়ে তৈরি। ২০১৯ সালে সেরা সাতটি স্টক এক্সচেঞ্জের মধ্যে ছিল ডেক্স ২৫ শতাংশ, ডাও জোনস ২২ শতাংশ, সাংহাই কমপোজিট ২২ শতাংশ, নিক্কি ১৮ শতাংশ, এফটিএসই ১০০ ১২ শতাংশ, হ্যাং সেনং ১০ শতাংশ এবং কোস্পি ৮ শতাংশ।",AI,1
513,"রাষ্ট্রমালিকানাধীন চারটি ব্যাংককে আগামী ৩১ অক্টোবরের মধ্যে নতুন করে শেয়ারবাজারে আনার সময়সীমা নির্ধারণ করা হয়েছে। এসব ব্যাংক সরাসরি তালিকাভুক্তির মাধ্যমে বাজারে আসবে। ব্যাংকগুলো হলো বাংলাদেশ ডেভেলপমেন্ট ব্যাংক লিমিটেড (বিডিবিএল), অগ্রণী, জনতা ও সোনালী ব্যাংক। এ ছাড়া ইতিমধ্যে তালিকাভুক্ত রূপালী ব্যাংকও নতুন করে আরও শেয়ার বাজারে ছাড়বে। রোববার অর্থ মন্ত্রণালয়ে অনুষ্ঠিত এক বৈঠকে এসব সিদ্ধান্ত নেওয়া হয়েছে বলে বৈঠক-সংশ্লিষ্ট সূত্র জানিয়েছে। তাদের ভাষ্য অনুযায়ী, সবার আগে অতিরিক্ত শেয়ার ছাড়বে রূপালী ব্যাংক। বর্তমানে এর ৯ দশমিক ৮১ শতাংশ শেয়ার বাজারে রয়েছে এবং বাকি ৯০ দশমিক ১৯ শতাংশ সরকারের হাতে। সেই সরকারি অংশ থেকে আরও শেয়ার ছাড়া হবে। পরবর্তী ধাপে বিডিবিএল, অগ্রণী, জনতা ও সোনালী ব্যাংকের শেয়ার বাজারে আনা হবে। ব্যাংকগুলোকে ৩০ সেপ্টেম্বরের মধ্যে সব প্রস্তুতি শেষ করতে বলা হয়েছে, যাতে ৩১ অক্টোবরের মধ্যে সরাসরি পদ্ধতি বা ডাইরেক্ট লিস্টিংয়ের মাধ্যমে তালিকাভুক্তি সম্পন্ন করা যায়। এর আগে অর্থমন্ত্রী আ হ ম মুস্তফা কামাল একাধিকবার বলেছেন, তালিকাভুক্ত ও অ-তালিকাভুক্ত সরকারি বিভিন্ন প্রতিষ্ঠানের সর্বোচ্চ ২৫ শতাংশ শেয়ার বাজারে ছাড়া হবে।",AI,1
